application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,root,Income,Age
5319,Male,FALSE,3.32,Business,Asian,700,4,Technology,,700,700000,70
5320,Male,FALSE,3.02,Humanities,White,650,5,Investment Banking,,650,650000,65
5321,Female,FALSE,3.17,STEM,Other,700,4,Health Care,,700,700000,70
5322,Male,FALSE,3.31,Business,Black,640,6,Media/Entertainment,,640,640000,64
5323,Male,FALSE,3.31,Humanities,Asian,700,5,Technology,,700,700000,70
5324,Male,TRUE,3.34,Humanities,,670,6,Financial Services,Waitlist,670,670000,67
5325,Male,TRUE,3.25,STEM,,670,4,Nonprofit/Gov,,670,670000,67
5326,Female,FALSE,3.2,STEM,White,640,4,Investment Banking,,640,640000,64
5327,Female,FALSE,3.19,Business,Asian,590,5,Energy,,590,590000,59
5328,Female,FALSE,3.05,Business,Black,620,4,Investment Banking,,620,620000,62
5329,Female,FALSE,3.02,Business,Asian,630,6,PE/VC,,630,630000,63
5330,Male,FALSE,3.08,STEM,Asian,610,7,Health Care,,610,610000,61
5331,Male,TRUE,3.28,Humanities,,570,5,Financial Services,,570,570000,57
5332,Female,TRUE,3.11,Business,,630,5,Consulting,,630,630000,63
5333,Male,FALSE,3.28,STEM,White,620,4,Health Care,,620,620000,62
5334,Female,FALSE,3.18,Humanities,Black,650,5,Technology,,650,650000,65
5335,Male,FALSE,3.3,Business,Asian,600,6,Consulting,,600,600000,60
5336,Male,TRUE,3.16,Humanities,,640,4,Health Care,,640,640000,64
5337,Female,FALSE,3.27,STEM,Black,660,7,PE/VC,Admit,660,660000,66
5338,Male,TRUE,3.01,Business,,670,3,Health Care,,670,670000,67
5339,Male,TRUE,3.32,Humanities,,710,6,Consulting,,710,710000,71
5340,Female,FALSE,3.41,Humanities,White,780,3,Consulting,Admit,780,780000,78
5341,Male,TRUE,3.23,Humanities,,610,5,Real Estate,,610,610000,61
5342,Male,FALSE,3.1,Business,Black,630,6,Technology,,630,630000,63
5343,Male,TRUE,3.43,Humanities,,710,4,Investment Management,Admit,710,710000,71
5344,Male,FALSE,3.32,Business,White,630,6,Investment Banking,,630,630000,63
5345,Male,FALSE,3.37,STEM,White,650,6,Investment Management,,650,650000,65
5346,Male,TRUE,3.2,Business,,750,4,Consulting,,750,750000,75
5347,Male,FALSE,3.27,Humanities,Asian,610,6,Investment Banking,,610,610000,61
5348,Male,TRUE,3.09,STEM,,570,4,PE/VC,,570,570000,57
5349,Male,FALSE,3.22,Business,White,700,6,Technology,,700,700000,70
5350,Male,FALSE,3.41,STEM,Hispanic,710,6,Nonprofit/Gov,,710,710000,71
5351,Male,FALSE,3.58,Humanities,Asian,670,5,Financial Services,,670,670000,67
5352,Female,FALSE,3.41,Humanities,Other,640,4,Technology,,640,640000,64
5353,Male,FALSE,3.33,Business,Black,640,4,Health Care,,640,640000,64
5354,Male,FALSE,3.24,Humanities,Asian,660,3,Consulting,,660,660000,66
5355,Male,TRUE,3.07,STEM,,620,4,Other,,620,620000,62
5356,Female,FALSE,3.22,Humanities,Black,660,7,Financial Services,Admit,660,660000,66
5357,Female,FALSE,3.15,Business,Asian,670,6,Consulting,,670,670000,67
5358,Male,TRUE,3.52,STEM,,780,6,Technology,Admit,780,780000,78
5359,Male,FALSE,3.17,Humanities,Asian,620,5,Consulting,,620,620000,62
5360,Female,TRUE,3.37,Business,,660,6,Technology,,660,660000,66
5361,Male,TRUE,3.13,STEM,,630,6,Consulting,,630,630000,63
5362,Male,FALSE,3.34,Humanities,Black,670,5,Nonprofit/Gov,,670,670000,67
5363,Male,FALSE,3.45,Business,Asian,740,6,Consulting,Waitlist,740,740000,74
5364,Female,FALSE,3.15,STEM,Black,630,4,Nonprofit/Gov,,630,630000,63
5365,Female,TRUE,3.41,Business,,660,6,Consulting,Admit,660,660000,66
5366,Male,FALSE,3.19,STEM,White,680,4,Consulting,,680,680000,68
5367,Male,TRUE,3.25,Humanities,,620,5,Nonprofit/Gov,,620,620000,62
5368,Male,TRUE,3.42,STEM,,740,3,Real Estate,,740,740000,74
5369,Male,FALSE,3.23,Humanities,White,690,3,Technology,,690,690000,69
5370,Female,TRUE,3.54,Humanities,,780,5,Investment Banking,Admit,780,780000,78
5371,Female,TRUE,3.4,Business,,640,4,Nonprofit/Gov,,640,640000,64
5372,Female,TRUE,3.08,Business,,570,4,Consulting,,570,570000,57
5373,Female,FALSE,3.23,Business,Black,660,6,Consulting,Admit,660,660000,66
5374,Female,TRUE,2.96,Humanities,,630,4,Nonprofit/Gov,,630,630000,63
5375,Male,FALSE,3.51,STEM,Black,720,5,Other,,720,720000,72
5376,Male,TRUE,3.38,STEM,,690,7,Consulting,,690,690000,69
5377,Male,FALSE,3.32,Humanities,White,630,4,Other,,630,630000,63
5378,Female,FALSE,3.36,Business,Other,700,5,PE/VC,,700,700000,70
5379,Male,FALSE,3.3,STEM,Black,590,6,Technology,,590,590000,59
5380,Male,TRUE,3.33,Humanities,,640,4,Technology,,640,640000,64
5381,Female,FALSE,3.37,Humanities,White,630,6,PE/VC,,630,630000,63
5382,Male,FALSE,3.19,Humanities,White,680,4,Investment Management,,680,680000,68
5383,Male,TRUE,3.1,Humanities,,700,6,PE/VC,,700,700000,70
5384,Male,FALSE,3.19,STEM,Black,650,6,PE/VC,,650,650000,65
5385,Female,FALSE,3.18,Humanities,White,630,4,PE/VC,,630,630000,63
5386,Male,TRUE,3.18,Humanities,,580,6,Financial Services,,580,580000,58
5387,Male,FALSE,3.23,Humanities,Asian,680,5,Investment Management,Admit,680,680000,68
5388,Female,FALSE,3.23,Humanities,Black,610,5,Consulting,,610,610000,61
5389,Male,FALSE,3.08,Humanities,Hispanic,580,5,PE/VC,,580,580000,58
5390,Male,FALSE,3.2,Humanities,Black,580,4,Consulting,,580,580000,58
5391,Male,FALSE,3.24,Humanities,Asian,570,5,Consulting,,570,570000,57
5392,Male,FALSE,3.18,Business,White,680,4,Consulting,,680,680000,68
5393,Female,FALSE,3.39,Business,Hispanic,640,4,Financial Services,,640,640000,64
5394,Female,FALSE,3.16,Humanities,White,700,4,Consulting,,700,700000,70
5395,Male,FALSE,3.21,Humanities,Hispanic,570,6,Investment Banking,,570,570000,57
5396,Male,TRUE,3.03,Humanities,,590,5,Financial Services,,590,590000,59
5397,Female,FALSE,3.38,Humanities,Asian,700,4,Financial Services,Admit,700,700000,70
5398,Male,TRUE,3.33,Humanities,,670,5,PE/VC,,670,670000,67
5399,Male,TRUE,3.07,Humanities,,740,7,Other,,740,740000,74
5400,Male,FALSE,3.32,Business,Other,730,5,Investment Management,Admit,730,730000,73
5401,Male,TRUE,3.06,Humanities,,570,4,CPG,,570,570000,57
5402,Male,FALSE,3.18,Business,Black,670,5,Technology,,670,670000,67
5403,Female,TRUE,3.11,Humanities,,630,3,CPG,,630,630000,63
5404,Female,TRUE,3.35,STEM,,660,5,Investment Banking,,660,660000,66
5405,Female,FALSE,3.22,Business,Black,660,4,Nonprofit/Gov,,660,660000,66
5406,Female,FALSE,3.04,STEM,Asian,570,5,Technology,,570,570000,57
5407,Male,TRUE,3.44,Business,,630,6,Consulting,,630,630000,63
5408,Female,FALSE,3.41,STEM,White,760,6,Consulting,Admit,760,760000,76
5409,Male,FALSE,3.44,Humanities,Black,670,4,Consulting,,670,670000,67
5410,Male,FALSE,3.2,Business,Black,720,5,Retail,,720,720000,72
5411,Male,FALSE,3.3,STEM,Hispanic,660,6,PE/VC,,660,660000,66
5412,Female,TRUE,3.43,STEM,,570,5,Consulting,,570,570000,57
5413,Male,TRUE,3.3,STEM,,620,6,Nonprofit/Gov,,620,620000,62
5414,Female,FALSE,3.3,Humanities,White,640,3,Consulting,,640,640000,64
5415,Male,FALSE,2.99,Humanities,Black,580,5,Investment Banking,,580,580000,58
5416,Male,FALSE,2.96,STEM,Asian,580,5,Health Care,,580,580000,58
5417,Female,FALSE,3.36,STEM,Black,680,6,PE/VC,,680,680000,68
5418,Male,TRUE,3.26,Humanities,,580,5,Nonprofit/Gov,,580,580000,58
5419,Male,TRUE,3.15,Humanities,,630,6,Financial Services,,630,630000,63
5420,Male,FALSE,3.42,Business,Black,690,4,Investment Banking,,690,690000,69
5421,Female,FALSE,3.52,STEM,White,680,5,PE/VC,,680,680000,68
5422,Female,FALSE,3.26,Humanities,Asian,620,4,Consulting,,620,620000,62
5423,Male,FALSE,3.07,STEM,White,570,6,Financial Services,,570,570000,57
5424,Female,FALSE,3.14,Business,Black,660,4,Other,,660,660000,66
5425,Female,FALSE,3.3,Business,Asian,680,4,PE/VC,Admit,680,680000,68
5426,Male,FALSE,3.24,STEM,Black,660,6,Consulting,,660,660000,66
5427,Male,FALSE,3.65,Business,White,780,5,PE/VC,,780,780000,78
5428,Female,TRUE,3.24,Business,,640,4,Consulting,,640,640000,64
5429,Male,FALSE,3.39,Business,Asian,610,5,Nonprofit/Gov,,610,610000,61
5430,Female,FALSE,3.3,Humanities,White,640,5,Health Care,,640,640000,64
5431,Female,FALSE,3.24,Business,White,620,4,Nonprofit/Gov,,620,620000,62
5432,Female,FALSE,3.39,STEM,Hispanic,630,4,Consulting,,630,630000,63
5433,Female,TRUE,3.29,Humanities,,610,3,Financial Services,,610,610000,61
5434,Male,FALSE,3.32,Humanities,Asian,720,5,Financial Services,,720,720000,72
5435,Male,TRUE,3.35,STEM,,620,4,Technology,,620,620000,62
5436,Female,TRUE,3.39,Humanities,,700,6,Technology,,700,700000,70
5437,Male,FALSE,3.26,STEM,Asian,640,4,PE/VC,,640,640000,64
5438,Male,TRUE,3.2,STEM,,710,5,Consulting,,710,710000,71
5439,Male,FALSE,3.24,Humanities,White,710,5,Consulting,,710,710000,71
5440,Male,TRUE,3.45,STEM,,650,5,Financial Services,,650,650000,65
5441,Male,FALSE,3.39,STEM,White,650,5,Other,,650,650000,65
5442,Male,FALSE,3.26,STEM,Black,670,4,Consulting,,670,670000,67
5443,Female,FALSE,3.48,STEM,Black,690,6,PE/VC,,690,690000,69
5444,Female,FALSE,2.98,Business,White,590,5,Technology,,590,590000,59
5445,Female,FALSE,3.33,Humanities,Asian,720,5,Financial Services,,720,720000,72
5446,Male,TRUE,3.13,Humanities,,650,5,Nonprofit/Gov,,650,650000,65
5447,Male,FALSE,3.28,STEM,Black,710,5,PE/VC,,710,710000,71
5448,Female,FALSE,3.22,STEM,White,620,5,Consulting,,620,620000,62
5449,Female,TRUE,3.23,STEM,,590,4,PE/VC,,590,590000,59
5450,Female,FALSE,3.18,Humanities,Asian,610,5,Technology,,610,610000,61
5451,Female,FALSE,3.24,STEM,Hispanic,670,6,PE/VC,,670,670000,67
5452,Male,TRUE,3.26,Humanities,,700,5,Health Care,,700,700000,70
5453,Female,FALSE,2.97,Humanities,Hispanic,580,4,Consulting,,580,580000,58
5454,Female,FALSE,3.26,Business,White,720,6,Financial Services,,720,720000,72
5455,Male,FALSE,3.51,Humanities,Asian,690,4,Technology,Admit,690,690000,69
5456,Female,TRUE,3.34,Business,,660,5,PE/VC,,660,660000,66
5457,Male,TRUE,3.28,STEM,,570,5,Consulting,,570,570000,57
5458,Male,FALSE,3.48,Humanities,Black,730,5,Health Care,,730,730000,73
5459,Male,FALSE,3.06,Humanities,Asian,620,6,Other,,620,620000,62
5460,Female,FALSE,3.57,Humanities,Black,750,2,Technology,,750,750000,75
5461,Male,FALSE,3.14,Humanities,White,620,5,Consulting,,620,620000,62
5462,Male,TRUE,3.37,Humanities,,670,4,Consulting,,670,670000,67
5463,Female,FALSE,3,Business,White,570,6,PE/VC,,570,570000,57
5464,Male,TRUE,3.41,STEM,,650,5,Consulting,,650,650000,65
5465,Male,TRUE,2.96,Humanities,,570,5,Technology,,570,570000,57
5466,Female,TRUE,3.28,Humanities,,680,5,Consulting,Admit,680,680000,68
5467,Male,FALSE,3.27,Humanities,Asian,690,5,Media/Entertainment,Admit,690,690000,69
5468,Male,FALSE,2.96,Humanities,Hispanic,570,6,Consulting,,570,570000,57
5469,Male,TRUE,3.49,STEM,,600,6,Consulting,,600,600000,60
5470,Male,TRUE,2.92,Business,,630,7,Technology,,630,630000,63
5471,Male,FALSE,3.25,STEM,Other,610,4,Consulting,,610,610000,61
5472,Male,FALSE,3.08,Business,White,600,7,PE/VC,,600,600000,60
5473,Male,TRUE,3.22,Humanities,,680,5,Financial Services,Admit,680,680000,68
5474,Female,FALSE,3.53,Business,Black,650,5,Other,,650,650000,65
5475,Female,FALSE,3.31,Humanities,Black,650,3,Technology,,650,650000,65
5476,Male,FALSE,3.22,Humanities,White,660,6,Technology,,660,660000,66
5477,Male,FALSE,3.22,Humanities,White,660,5,Technology,Admit,660,660000,66
5478,Female,TRUE,2.95,Business,,620,6,Consulting,,620,620000,62
5479,Male,TRUE,3.31,Humanities,,680,5,Technology,Waitlist,680,680000,68
5480,Male,TRUE,2.99,STEM,,600,5,Consulting,,600,600000,60
5481,Male,FALSE,3.41,Humanities,Black,650,6,Investment Management,,650,650000,65
5482,Female,FALSE,3.15,Business,Asian,580,5,Investment Management,,580,580000,58
5483,Male,TRUE,3.25,Business,,700,5,Technology,,700,700000,70
5484,Female,FALSE,3.5,Humanities,White,750,5,Technology,Admit,750,750000,75
5485,Male,FALSE,3.12,Humanities,Black,640,5,Nonprofit/Gov,,640,640000,64
5486,Male,FALSE,3.06,Humanities,White,670,5,Technology,,670,670000,67
5487,Male,FALSE,3.02,Business,Asian,710,4,Investment Banking,,710,710000,71
5488,Female,TRUE,2.86,STEM,,570,5,CPG,,570,570000,57
5489,Male,FALSE,2.96,Humanities,Hispanic,600,4,Investment Banking,,600,600000,60
5490,Male,FALSE,3.42,Humanities,Asian,710,5,Energy,,710,710000,71
5491,Female,FALSE,2.89,Humanities,White,570,5,Technology,,570,570000,57
5492,Male,FALSE,3.19,Humanities,Black,620,6,Health Care,,620,620000,62
5493,Female,TRUE,3.34,Business,,570,6,PE/VC,,570,570000,57
5494,Male,FALSE,3.46,STEM,Black,690,6,Financial Services,,690,690000,69
5495,Female,TRUE,3.17,Business,,650,5,Real Estate,,650,650000,65
5496,Male,TRUE,3.13,Humanities,,650,4,PE/VC,,650,650000,65
5497,Female,FALSE,3.4,Humanities,White,700,6,Health Care,,700,700000,70
5498,Male,FALSE,3.22,Humanities,White,700,5,Technology,,700,700000,70
5499,Male,FALSE,3.43,Humanities,Asian,660,6,Consulting,Admit,660,660000,66
5500,Male,FALSE,3.25,Humanities,Asian,620,4,Investment Banking,,620,620000,62
5501,Female,TRUE,2.92,Humanities,,570,4,Investment Management,,570,570000,57
5502,Male,FALSE,3.11,STEM,Black,710,5,Investment Banking,,710,710000,71
5503,Male,TRUE,3.29,Humanities,,650,7,PE/VC,,650,650000,65
5504,Female,FALSE,2.96,STEM,Asian,620,8,Other,,620,620000,62
5505,Male,FALSE,3.08,STEM,Hispanic,610,6,Consulting,,610,610000,61
5506,Female,TRUE,3.45,STEM,,610,4,Investment Banking,,610,610000,61
5507,Male,FALSE,3.12,STEM,White,680,6,Investment Banking,,680,680000,68
5508,Male,FALSE,3.48,STEM,Asian,680,5,Consulting,,680,680000,68
5509,Male,TRUE,3.29,STEM,,650,5,Technology,,650,650000,65
5510,Female,FALSE,3.31,STEM,Black,610,5,Consulting,,610,610000,61
5511,Female,FALSE,3.28,Business,Asian,670,4,Financial Services,,670,670000,67
5512,Female,TRUE,3.16,STEM,,660,6,Financial Services,,660,660000,66
5513,Female,TRUE,3.34,Humanities,,660,3,Financial Services,,660,660000,66
5514,Female,TRUE,3.44,Humanities,,640,3,Technology,,640,640000,64
5515,Male,TRUE,3.23,Humanities,,630,5,Investment Management,,630,630000,63
5516,Male,TRUE,3.39,STEM,,610,3,Consulting,,610,610000,61
5517,Female,TRUE,3.54,STEM,,750,5,Nonprofit/Gov,,750,750000,75
5518,Male,FALSE,3.15,Humanities,Hispanic,680,5,PE/VC,,680,680000,68
5519,Male,TRUE,3.27,STEM,,660,3,Investment Banking,Admit,660,660000,66
5520,Male,FALSE,3.24,Humanities,Hispanic,670,5,Nonprofit/Gov,,670,670000,67
5521,Male,FALSE,2.95,Business,White,630,4,Nonprofit/Gov,,630,630000,63
5522,Male,TRUE,3.13,STEM,,660,5,Nonprofit/Gov,,660,660000,66
5523,Male,TRUE,3.22,Humanities,,730,4,Technology,,730,730000,73
5524,Male,FALSE,3.27,Business,White,660,5,Consulting,Admit,660,660000,66
5525,Male,FALSE,3.13,STEM,Black,570,6,Investment Banking,,570,570000,57
5526,Male,FALSE,3.12,STEM,Other,580,5,Consulting,,580,580000,58
5527,Female,FALSE,3.02,STEM,Black,680,5,Investment Banking,,680,680000,68
5528,Male,TRUE,3.3,Humanities,,700,4,Consulting,Admit,700,700000,70
5529,Male,FALSE,3.19,Humanities,Asian,620,5,Nonprofit/Gov,,620,620000,62
5530,Female,TRUE,3.56,STEM,,650,5,Nonprofit/Gov,,650,650000,65
5531,Male,FALSE,3.23,STEM,White,660,5,Financial Services,,660,660000,66
5532,Male,FALSE,3.24,Business,Asian,700,6,Technology,,700,700000,70
5533,Male,FALSE,3.32,STEM,White,640,4,Other,,640,640000,64
5534,Female,FALSE,3.2,Business,Black,670,4,Consulting,,670,670000,67
5535,Male,FALSE,3.4,Humanities,White,640,5,Health Care,,640,640000,64
5536,Male,FALSE,3.11,STEM,White,650,5,Investment Banking,,650,650000,65
5537,Male,FALSE,3.44,Business,White,690,4,Investment Banking,,690,690000,69
5538,Female,FALSE,3.01,STEM,Hispanic,690,3,Consulting,,690,690000,69
5539,Male,FALSE,3.09,Humanities,Asian,590,2,Consulting,,590,590000,59
5540,Female,TRUE,3.36,STEM,,760,5,Financial Services,Admit,760,760000,76
5541,Male,FALSE,3.31,Humanities,Other,600,5,Technology,,600,600000,60
5542,Male,TRUE,3.42,Humanities,,710,3,Investment Banking,,710,710000,71
5543,Male,FALSE,3.11,Humanities,White,590,5,Health Care,,590,590000,59
5544,Female,FALSE,3.08,Humanities,White,590,4,Technology,,590,590000,59
5545,Male,TRUE,3.49,STEM,,700,5,Nonprofit/Gov,Waitlist,700,700000,70
5546,Male,FALSE,3.07,Business,Asian,650,6,Technology,,650,650000,65
5547,Male,TRUE,3.21,Humanities,,690,5,Consulting,,690,690000,69
5548,Male,FALSE,3.34,Business,Hispanic,650,5,Health Care,,650,650000,65
5549,Male,TRUE,3.36,Humanities,,740,3,Financial Services,,740,740000,74
5550,Female,FALSE,3.57,Business,White,720,5,Investment Banking,Admit,720,720000,72
5551,Female,TRUE,3.46,STEM,,610,5,Consulting,,610,610000,61
5552,Female,FALSE,3.38,Business,Asian,640,6,Technology,,640,640000,64
5553,Female,FALSE,3.22,STEM,Black,630,3,Consulting,,630,630000,63
5554,Male,FALSE,3.35,Humanities,White,690,4,Financial Services,,690,690000,69
5555,Male,FALSE,2.97,Humanities,Asian,600,4,Technology,,600,600000,60
5556,Male,TRUE,3.06,Business,,590,5,Consulting,,590,590000,59
5557,Female,TRUE,3.42,Humanities,,690,4,Other,Admit,690,690000,69
5558,Male,FALSE,3.26,Humanities,Hispanic,640,4,Other,,640,640000,64
5559,Male,FALSE,3.38,Business,Black,710,6,Media/Entertainment,,710,710000,71
5560,Male,FALSE,3.15,Humanities,White,570,5,Consulting,,570,570000,57
5561,Female,FALSE,3.37,Business,White,670,7,Consulting,Admit,670,670000,67
5562,Male,TRUE,3.24,Humanities,,650,5,Technology,,650,650000,65
5563,Male,FALSE,3.37,Business,White,620,6,Investment Banking,,620,620000,62
5564,Female,FALSE,3.25,Humanities,Asian,620,3,Nonprofit/Gov,,620,620000,62
5565,Male,TRUE,3.07,Humanities,,610,5,Consulting,,610,610000,61
5566,Male,FALSE,3.19,Business,Asian,630,3,Other,,630,630000,63
5567,Male,FALSE,3.38,Business,Asian,680,6,Consulting,Admit,680,680000,68
5568,Female,TRUE,3.13,Business,,650,4,Technology,,650,650000,65
5569,Female,FALSE,3.15,Business,Other,610,4,Consulting,,610,610000,61
5570,Male,FALSE,3.17,Humanities,White,720,3,Consulting,,720,720000,72
5571,Male,FALSE,3.23,Humanities,Asian,620,5,Consulting,,620,620000,62
5572,Female,FALSE,3.22,Humanities,Hispanic,670,4,Technology,,670,670000,67
5573,Male,FALSE,3.76,Humanities,Black,780,5,Other,,780,780000,78
5574,Male,FALSE,2.95,Business,Black,610,4,Financial Services,,610,610000,61
5575,Female,FALSE,3.01,Business,Hispanic,590,6,PE/VC,,590,590000,59
5576,Male,FALSE,3.07,Humanities,White,640,5,PE/VC,,640,640000,64
5577,Male,FALSE,3.48,Business,Black,780,4,Consulting,,780,780000,78
5578,Female,TRUE,3.42,Humanities,,670,5,Health Care,,670,670000,67
5579,Female,FALSE,3.26,Business,Asian,670,4,Technology,,670,670000,67
5580,Male,FALSE,3.24,STEM,White,580,4,Consulting,,580,580000,58
5581,Male,FALSE,3.45,Business,White,680,6,Media/Entertainment,,680,680000,68
5582,Female,FALSE,3.43,STEM,Asian,620,4,Investment Banking,,620,620000,62
5583,Male,TRUE,3.18,STEM,,670,5,Consulting,,670,670000,67
5584,Female,FALSE,3.27,Business,Hispanic,640,4,Consulting,,640,640000,64
5585,Male,FALSE,3.22,Business,Black,730,6,Technology,,730,730000,73
5586,Male,TRUE,3.15,Business,,620,6,PE/VC,,620,620000,62
5587,Male,FALSE,3.12,Humanities,Black,620,5,Other,,620,620000,62
5588,Male,FALSE,3.38,STEM,Other,610,7,Health Care,,610,610000,61
5589,Male,TRUE,3.47,STEM,,700,6,Health Care,,700,700000,70
5590,Male,FALSE,3.14,Business,White,640,4,Investment Banking,,640,640000,64
5591,Male,FALSE,3.41,Business,Asian,730,5,Consulting,Admit,730,730000,73
5592,Male,FALSE,3.12,STEM,Black,650,6,Investment Banking,,650,650000,65
5593,Male,FALSE,3.29,STEM,White,640,4,Investment Banking,,640,640000,64
5594,Female,FALSE,3.31,Business,Hispanic,580,7,Nonprofit/Gov,,580,580000,58
5595,Male,FALSE,3.07,STEM,Black,640,4,Health Care,,640,640000,64
5596,Male,FALSE,3.32,Humanities,Asian,690,5,Consulting,,690,690000,69
5597,Male,FALSE,3.22,Humanities,Asian,700,5,Consulting,,700,700000,70
5598,Male,TRUE,3.19,Business,,670,6,PE/VC,,670,670000,67
5599,Male,FALSE,3.16,Business,Asian,660,5,Technology,,660,660000,66
5600,Female,FALSE,3.25,STEM,White,720,6,PE/VC,,720,720000,72
5601,Male,TRUE,3.44,Business,,650,5,Consulting,,650,650000,65
5602,Female,FALSE,3.28,Business,Black,660,6,PE/VC,,660,660000,66
5603,Male,TRUE,2.96,Humanities,,610,4,Consulting,,610,610000,61
5604,Female,FALSE,3.28,Humanities,White,720,5,Technology,Admit,720,720000,72
5605,Female,TRUE,3.42,Humanities,,670,6,Nonprofit/Gov,Admit,670,670000,67
5606,Male,FALSE,3.39,Business,White,700,6,Nonprofit/Gov,Admit,700,700000,70
5607,Female,FALSE,3.01,STEM,Hispanic,580,6,Investment Banking,,580,580000,58
5608,Male,FALSE,3,STEM,Hispanic,610,6,Financial Services,,610,610000,61
5609,Male,TRUE,3.22,Humanities,,660,4,Nonprofit/Gov,,660,660000,66
5610,Male,FALSE,3.35,STEM,Black,690,4,Financial Services,,690,690000,69
5611,Male,FALSE,3.22,Humanities,Hispanic,610,6,Real Estate,,610,610000,61
5612,Male,FALSE,3.29,Business,Hispanic,620,8,Technology,,620,620000,62
5613,Male,FALSE,3.38,Humanities,White,660,5,Consulting,Admit,660,660000,66
5614,Male,FALSE,3.26,STEM,White,720,6,Nonprofit/Gov,Admit,720,720000,72
5615,Male,FALSE,3.3,Humanities,White,660,4,PE/VC,,660,660000,66
5616,Female,TRUE,3.54,Business,,670,7,PE/VC,,670,670000,67
5617,Male,FALSE,3,STEM,Black,590,4,Investment Management,,590,590000,59
5618,Male,FALSE,3.19,STEM,Hispanic,610,6,Nonprofit/Gov,,610,610000,61
5619,Female,FALSE,3.18,STEM,White,620,4,PE/VC,,620,620000,62
5620,Male,FALSE,3.32,Humanities,Asian,640,5,Investment Banking,,640,640000,64
5621,Female,FALSE,3.2,STEM,White,680,6,Nonprofit/Gov,,680,680000,68
5622,Female,FALSE,3.2,Business,White,630,5,Consulting,,630,630000,63
5623,Male,TRUE,3.33,Business,,640,5,Nonprofit/Gov,,640,640000,64
5624,Male,FALSE,3.2,STEM,Asian,700,5,Consulting,,700,700000,70
5625,Male,FALSE,3.05,STEM,Asian,690,5,Health Care,,690,690000,69
5626,Male,TRUE,3.18,Business,,680,5,Investment Management,,680,680000,68
5627,Male,FALSE,3.42,Business,Other,710,5,PE/VC,,710,710000,71
5628,Male,TRUE,3.54,STEM,,710,3,PE/VC,,710,710000,71
5629,Male,FALSE,3.39,Humanities,Asian,680,6,Health Care,,680,680000,68
5630,Male,FALSE,3.19,Humanities,Hispanic,670,4,Technology,,670,670000,67
5631,Male,TRUE,3.26,STEM,,600,5,Consulting,,600,600000,60
5632,Female,TRUE,3.2,Humanities,,700,6,Other,,700,700000,70
5633,Female,FALSE,3.03,Business,White,610,6,Financial Services,,610,610000,61
5634,Female,FALSE,3.37,Humanities,White,630,5,Investment Banking,,630,630000,63
5635,Male,FALSE,3.18,STEM,Asian,580,3,Consulting,,580,580000,58
5636,Male,FALSE,3.15,Business,White,570,4,Nonprofit/Gov,,570,570000,57
5637,Male,FALSE,3.12,Business,White,670,4,Nonprofit/Gov,,670,670000,67
5638,Female,FALSE,3.01,Humanities,Asian,640,4,Technology,,640,640000,64
5639,Male,TRUE,3.45,STEM,,750,4,Other,,750,750000,75
5640,Male,FALSE,3.21,Humanities,Asian,590,5,Consulting,,590,590000,59
5641,Male,TRUE,3.4,Business,,740,5,Consulting,,740,740000,74
5642,Female,FALSE,3.05,Humanities,Asian,570,6,PE/VC,,570,570000,57
5643,Male,TRUE,3.22,Humanities,,650,4,Investment Banking,,650,650000,65
5644,Male,FALSE,3.48,Business,White,690,4,Nonprofit/Gov,Admit,690,690000,69
5645,Male,TRUE,3.4,Humanities,,700,4,Nonprofit/Gov,,700,700000,70
5646,Male,TRUE,3.33,Humanities,,600,6,Consulting,,600,600000,60
5647,Male,FALSE,3.1,STEM,Black,590,5,PE/VC,,590,590000,59
5648,Male,FALSE,3.32,Business,White,700,3,Investment Banking,,700,700000,70
5649,Female,FALSE,3.34,Humanities,Hispanic,670,5,PE/VC,,670,670000,67
5650,Male,FALSE,3.58,Business,Hispanic,690,4,Consulting,,690,690000,69
5651,Female,TRUE,3.27,STEM,,610,4,Consulting,,610,610000,61
5652,Male,TRUE,3.1,Humanities,,580,5,Investment Management,,580,580000,58
5653,Male,FALSE,3.44,Business,White,730,5,Health Care,,730,730000,73
5654,Male,FALSE,3.43,STEM,Asian,720,5,Investment Management,Admit,720,720000,72
5655,Male,TRUE,3.32,STEM,,670,4,Consulting,Admit,670,670000,67
5656,Male,TRUE,3.29,Business,,680,4,Consulting,,680,680000,68
5657,Male,TRUE,2.88,STEM,,610,5,Nonprofit/Gov,,610,610000,61
5658,Female,TRUE,3.13,STEM,,600,4,Media/Entertainment,,600,600000,60
5659,Male,TRUE,3.29,Business,,660,5,Health Care,,660,660000,66
5660,Male,TRUE,3.24,Business,,570,5,Other,,570,570000,57
5661,Male,TRUE,3.19,Business,,680,6,Consulting,,680,680000,68
5662,Female,FALSE,3.24,STEM,Hispanic,650,5,Technology,,650,650000,65
5663,Female,TRUE,3.37,Business,,670,4,Nonprofit/Gov,Admit,670,670000,67
5664,Male,FALSE,3.32,STEM,White,680,6,Health Care,Admit,680,680000,68
5665,Male,TRUE,3.28,STEM,,660,3,PE/VC,Admit,660,660000,66
5666,Female,FALSE,3.34,Humanities,White,620,7,Financial Services,,620,620000,62
5667,Female,TRUE,3.14,Business,,620,6,PE/VC,,620,620000,62
5668,Male,FALSE,3.61,Humanities,Asian,780,5,Consulting,Admit,780,780000,78
